userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Jemuwah Wage,1,"pengiriman sangat lambat,sudah dalam pengantaran pesanan dari lokasi transit terakhir menuju ke alamat saya yang jaraknya tak sampai 20 menit,sampai 4 jam lebih belum juga sampai,tanpa ada informasi dari jasa kirim,padahal barang yang dipesan akan segera digunakan.Seperti inikah layanan yang diberikan jasa kirim shopee untuk customer???👎👎👎👎👎 bila kondisi ini dibiarkan berlarut-larut,,besar kemungkinan para pelanggan shopee akan meninggalkan shopee,dan ganti situs belanja online lainnya.",,,,,,,,
Nurul Laelatul faizah,5,jos,,,,,,,,
Gunalan 007,1,belanja online di shopee di bikin seperti pengemis,,,,,,,,
DANI CBRX,5,tingkatkan lgh,,,,,,,,
Sayna Nugraeni,5,service is the best 💋,,,,,,,,
Supardi Ardhy,5,mantaf👍👍👍,,,,,,,,
Japura,3,knp ya ko ga bisa COD,,,,,,,,
Aby Alfatih,5,puasa belanja di Shopee semua keinginan ada disini,,,,,,,,
Sapardi Hatta,5,tepat waktu,,,,,,,,
Surya,4,tingkatkan,,,,,,,,
GOLOK BAJA KHAS BANTEN,5,produk berkualitas terimakasih shopee,,,,,,,,
Muhamad Taufik,5,puas,,,,,,,,
Kurniawan Awan,2,sekarang kalo buka shopee lama banget parah pake data atau pake wifi sama aja jangan sampe kayak lazada keribetan sendiri malah di tinggal konsumen,,,,,,,,
Aji Pratama,5,sangat membatu,,,,,,,,
Adi Godex Godex,5,Shopee.. Is the best.. Thanks.,,,,,,,,
Yosa Sutiana,5,selalu lebih murah dan lagi ada gratis ongkir,,,,,,,,
Arman Maulana,1,Pernah ngerasain ga pas mesen ga sesuai trus mo minta balikin duitnya susah banget?,,,,,,,,
TM Trailer Movie,5,"mantap , Rekom",,,,,,,,
Zhea Elshanum,5,sedikit kecewa sama spinjam. kredit gk pernah telat... sudah lunas gk d kasi pinjem lg... aneh kn???? kecewa bangt,,,,,,,,
Ipran Kurniawan,5,baik hati dan ramah lingkungan,,,,,,,,
Rahayu Wijiati,5,blanja mudah & hemat❤️❤️❤️,,,,,,,,
Marju- Vt,1,sekarang shopee tidak seperti dulu lagi pengirimannya sangat lama masak paket say udah 3hari ketahan di surabaya sangat buruk dalam pengirimanyan,,,,,,,,
Rainy Cyherini,5,pengalaman belanja yang menyenangkan karena banyak variasi barang dan didukung dengan harga harga yang terjangkau.,,,,,,,,
Benskuy,1,sudah tidak kerja sama dengan JNT,,,,,,,,
IamEza United,1,MASIH BANYAK AKUN PENIPUAN,,,,,,,,
Amir Jhos 99,5,shoppee jhos mantab pelayanannya ok banget 👍🏿,,,,,,,,
mardiyanto yanto,5,"pelayanan baik, kurir baik terimakasih",,,,,,,,
Berlin Sinulingga,5,aplikasi andalan,,,,,,,,
Yoshiro Tanageza,5,bermanfaat,,,,,,,,
Siti Napisah,5,"cara liat video yang udah di post gimana yaa, kemarin² bisa liat di tulisan video dibawah, sekarang gak ada tulisan videonya",,,,,,,,
Rasyid Ramadhan,5,pengiriman barang dan tiba pesanan sesuai dgn jadwal shopee ok,,,,,,,,
Barok Azki,1,"WOY SHOPEE, SAYA SUDAH PENGAJUAN KELUHAN TENTANG ADANYA MASALAH DI SPAYLATER SAYA, MEMANG AWALNYA ADA TANGGAPAN SURUH ISI FORMULIR ONLINE EH PAS SETELAH ITU GA ADA RESPON SAMSEK SAMPE SEKARANG SAYA CHECK STATUSNYA UDAH DITUTUP? TAPI MASALAH BELUM KELAR GIMANA INI, CS NYA GA BECUS UDAH LAMA LO SAYA PAKE SHOPEE MAU BUKA FITUR SPAYLATER DARI TAHUN"" LALU LOH GA DI ACC"" CMN, ITU SAJA SAYA BARU SADAR KARENA FITUR NYA YANG CACAT, NAMA DI SCAN DARI KTP YNG DI FOTO TAPI CACAT NAMANYA SALAH",,,,,,,,
Purnama sari Sari,5,mudah dan hemat,,,,,,,,
ENCANG UCOK,5,mantap setiap pesan sesuai dengan yg di pulih,,,,,,,,
Yoga Mahendra,2,"apk yg lebih berat dari game online kekinian, 11 12 sm mytlkomsl",,,,,,,,
Gita Lestriyani,5,Aplikasi paling recommended deh,,,,,,,,
Fikri Hamdani,5,Mantap,,,,,,,,
Prama Jati,5,sangat bermanfaat dan membantu,,,,,,,,
ini Karbol,5,mantap lah,,,,,,,,
Bang Musep,1,banyak akun dibatasi,,,,,,,,
Diah 1503,5,the best,,,,,,,,
Fitri Aja,1,ngapain lu malah g pake J&T lagi!!! SPX sama JNE tu lama ya anjeng!!!!,,,,,,,,
Sandi Febrian,5,Sangat cocok dan keren dan berkualitas aman dan bermanfaat,,,,,,,,
Winda Yunita,5,kereeeeen,,,,,,,,
BgMaad GT,5,andalan aku tuk belanja online,,,,,,,,
Napystra_96,5,semoga semakin banyak bonis,,,,,,,,
alif dzul,5,gileeee bagus si bagus tapi ini pake spx lama banget cuy tambahin lagi kurir yang dihapus itu,,,,,,,,
Setyo Hady,5,"aplikasi nya bagus, barang sesuai dengan pesanan, pengiriman nya juga ok.. terima kasih shopee..",,,,,,,,
Adira Dira,1,daerah sy adanya kantor jnt kalau spx SDH 5x berturut-turut paket sy direktur sepihak jd sy memutuskan hapus apk sopi,,,,,,,,
Lintang Senja,4,"Maaf dari bintang 5, dikurangi bintang 3. Kurangi lagi bintang 2. Makin kesini bener-bener tiap mau buka Apk Shopee minta update. Sebulan 3x minta update? Semoga bisa diperbaiki kedepannya.",,,,,,,,
roy ani hidayat,5,"sy selalu pakai shopee balanja aman harga puas,, mantap dah pokok nya,,",,,,,,,,
Muchammad Ridoi,4,sangat membatu cari barang lebih mudah,,,,,,,,
Romi Hidia,5,tepat sasaran,,,,,,,,
fajrilislov,3,kurir jakut lama bngett tgl sekian pengantaran baru datang seminggu kemudian bahkan lebih🤦🏻,,,,,,,,
sopan gustian,5,Gak pernah dirugikan... gak pernah kena tipu,,,,,,,,
GITAR 6 DAWAI,5,lancar,,,,,,,,
Dini Noviana,5,sgt memuaskan,,,,,,,,
Relax Refleksi,5,sebelumnya mohon maaf tadi saya kehilangan saldo secara tiba tiba waktu salah memasukan pin nya apa bisa di kembalikan dan dulu juga pernah buat bayar pdam tapi tidak masuk ke pdam apa bisa di cek ulang apa bisa di kembalikan saldonya,,,,,,,,
Rika Rikanuraini,5,shopping ny sangat mudah,,,,,,,,
Budi Thenk,5,Memudahkan belanja dan harga bersaing... kadang juga lebih murah.. 👍👍👍,,,,,,,,
Narita Sari,5,sangat puas belanja di shopee. Makasih utk semuanya.,,,,,,,,
Nani Suryani,5,"good banget yang bikin shopee ini sangat bermanfaat bangettt buat yang males jajan/belanja, pake shopee aja garansi tepat waktu",,,,,,,,
Bun Ahmad,5,"yaaa pokoknya dari saya pribadi semoga shopee ini sama semua yg ikut Andil di aplikasi ini semoga panjang umur dan ttaplah mnjdi yg terbaik di antara yg terbaik krna dri sekian aplikasi yg aku tau shopee ini yg terbaik,pokoknya cinta pooollll,eccomerce terbaik sepanjang yg aku kenal,dan dri sekian yg Aku kenal shopee tetap yg terbaik ❤️ terimakasih banyak untuk shopee ❤️❤️❤️",,,,,,,,
Adi Setiawan,5,Sangat Sungguh Bermanfaat Dan Membantu Transaksi Lebih Cepat Dan Mudah,,,,,,,,
Iis Istiyanah94,5,selalu amanah,,,,,,,,
Agus Kurnianto,5,Pelayanan memuaskan. Sip.,,,,,,,,
Fakhrie,1,"shopi, jgn dzolim sama seller. hak seller kalian tahan sampai 8hari buat apa??? kembalikan jnt, klo spx ga sanggup menanggung semua orderan",,,,,,,,
Lina Maenani,5,belanja dengan mudah semoga amanah para saller ya,,,,,,,,
Jever Maran,4,shopee ok,,,,,,,,
Sugiawan -,5,nuhunnn,,,,,,,,
Pengguna Google,1,"shopee makin kesini makim GAK JELAS. AKUN GK KENAPA"" TIBA"" DIBATALIN OTOMATIS TERUS. SUDAH SUSAH"" WAR VC UJUNG"" NYA DIBATALIN. SEBEL BANGET SKRG BELANJA DI SHOPEE",,,,,,,,
Vilya Utomo,5,"semua sudah oke, tapi karena sudah tidak kerja sama dengan JNT lagi, paket yg menggunakan cargo jadi lebih mahal ongkirnya dari biasanya. semoga ada perbaikan kedepannya",,,,,,,,
Abdul Cnt,2,duh kak ini kok makin lama makin aneh ya shope ku aku pesan makanan di shope food dri kemaren nunggu 1 jam lebih GK dpt² driver nya costumer service nya jugak GK peduli pdhl dulu aku pesan shope food langsung dpt driver sekarang payah kali dpt driver aja padahal cuaca nya bgus aduh,,,,,,,,
Ady BABAH DAFFA,1,TOLONG UTK PIHAK SHOPE DIADAKAN LGI EXPEDISI PKE JNT KARNA PAKE SHOPE EXSPRESS SNGT LMBAT TRKDNG PKE TDK DIANTAR DIAMBIL SNDIRI MLAH GAK BISA JGA GK KY JNT GAK RIBET INI SHOPE UDH BGUS ONGKIR GRATIS TP GK SESUAI ESTIMASI PKE ALAMT RMH GK DIANTAR MAU DIAMBIL SNDIRI GK BISA ANEH,,,,,,,,
Oppo Central,5,siip,,,,,,,,
iwayan nada Widyana,5,pelayanan mandap,,,,,,,,
teddy ilham,5,shopee mantab keren,,,,,,,,
Yusuf Nayla,5,mantab🙏🙏🙏👍👍👍,,,,,,,,
RIFKI ARDIYANSYAH,5,"Aplikasi tolol lemot bgt, Bintang 1",,,,,,,,
Nadia Milala,4,"Uda bagus sih ,cmn kadang suka eror kyk pas mau checkout malah ngestuck gitu",,,,,,,,
Riyank Yan28,5,memberikan yang terbaik,,,,,,,,
Salsa Bila,2,ga bisaa byr pake dana,,,,,,,,
Epa Kasmita,5,pelayanan sangat baik,,,,,,,,
Arjun Jun,5,sangat suka,,,,,,,,
Zero,2,Tolong banned user/pengguna/akun fiktif (bot) banyak akun bot yg sengaja dimanfaatkan untuk kepentingan rating/ulasan produk (jadinya rating tersebut bisa dimanipulasi oleh oknum penjual) tolong segera ditindak!!,,,,,,,,
Halilatulhidayah Deila,5,pengiriman cepat rapih barang ok,,,,,,,,
magfiroh firoh,3,harus nya jangan lolos sin penjual barang yang tidak asli/KW/palsu... Kesian pembeli mengharap asli ternyata palsu,,,,,,,,
Juni Artana,5,sangat suka sekali,,,,,,,,
Simanjuntak,3,"Kenapa sih barang yang sudah sampai selalu berantakan tidak ada kerapian kurirnya, pelanggan setiamu jadi kecewa menerima barang tersebut 🤦",,,,,,,,
Wakkam,1,"payah,limit beku",,,,,,,,
Aci Aci,5,Gus bagus,,,,,,,,
Arya Gadi,5,"pengiriman cepat, ongkir murah",,,,,,,,
Muji Santoso,5,semoga paylaterku limit naik,,,,,,,,
Usman Tunggal,5,"sangat membantu , ingin membeli produk apa aja ada disini, tapi harus teliti dan perhatikan review dari pembeli2 sebelumnya . agar sesuai dengan yg diinginkan",,,,,,,,
Udin Baho,5,sangat bagus bagi semua orang,,,,,,,,
Endang Rusnandar,5,"terimakasih shopee,memang is the best",,,,,,,,
Mchmd Rizki,1,"Barusan transfer virtual account masukin kode sesuai yang ada di aplikasi shope, muncul nya atas nama PT prima saldo sudah ter potong 500 rb tapi pembayaran tidak berhasil dan tidak ada notifikasi dari shope. apakah PT tersebut bekerja sama dengan shope terkait keuangan ? kalo memang tidak, saya merasa di rugikan sekelas shope tidak mejamin keamanan transaksi , saya kecewa merasa di rugikan uang hilang kemana.",,,,,,,,
Nurul Apriansyah,1,COD kok tidak bisa apakah error,,,,,,,,
Tison Saputro,5,lebih bisa dipercaya dari pada yang lain,,,,,,,,
David Setiawan,5,murah dan aman,,,,,,,,
eko Samsung,4,pelayanan bagus kadang2 gx sesuai barang atau bahannya.. ...gx sesuai ongkir jgx mahal dr brg...,,,,,,,,
Agung Prabowo,1,gabisa diinstal ini gimana?,,,,,,,,
Tri Isna Aprilianingsih,5,"lebih suk ke hemat ongkirnya sih,, brang juga oke🥰",,,,,,,,
Denda WiJaYa,5,Baik.,,,,,,,,
Luthfi Alhakim,2,sangat sangat bagus ada game nya juga jadi gak bosen,,,,,,,,
Muhamad Hikam,1,goodluck,,,,,,,,
nao,1,kenapa sekarang ga tertera nomer kurir biar ga cuman kurir aja yang menghubungi kita?,,,,,,,,
ahmad poerdjo,2,"gak bisa reset klo problem,padahal dah nyaman dg belanja di shoope,skrng d batasi",,,,,,,,
syahrizal ade,5,makin seru dan asyik dan banyak pilihan,,,,,,,,
Dika,5,mantap👍,,,,,,,,
Indah Sari,5,Membantu,,,,,,,,
R. Juwita (Ida),5,Dengan adanya shoope sangat memudahkan untk bertransaksi online,,,,,,,,
Lia nursidah Nursidah,5,mantaap,,,,,,,,
Rahman fauzi,5,saya sangan puas belanja di shope,,,,,,,,
Reyhan Faldo,4,the beast emng shopee,,,,,,,,
Rondik,5,belanja no 1,,,,,,,,
Baing Saheng,5,Mantaps,,,,,,,,
Zahra Kila,5,sangat membutuhkan,,,,,,,,
Kamikaze 10,2,"min kenapa sih sekarang kalau pesan barangnya lamaaaaa Banget sampai tempat tujuan nya,trus kurir spx jg ya tau sendiri la gimana kecerobohan mereka padahal suka pake shopee kalo belanja online tapi ada kendala yg kecewain",,,,,,,,
Amanda Aprilia,5,"baguss,sebelumnya saya tidak bisa membuka aplikasi ini,tetapi setelah saya coba beberapa kali akhirnya saya bisa membuka aplikasi ini.saya suka aplikasi ini karena dapat memudahkan kita untuk berbelanja keperluan yang jarang ada didaerah kita.saya senang bisa berbelanja menggunakan aplikasi ini.☺️",,,,,,,,
Dominikus andi Andi,5,selama saya membeli barang di tokoh ini.gak ada kekurangan semua pas dan bagus.,,,,,,,,
Farel Ilham fahrezy,5,very good,,,,,,,,
Ornha Wathy,5,"berbelanja disini lebih praktis, tinggal nunggu, terus bayar Dhe😂😂😂",,,,,,,,
Dewi Ani,5,suka,,,,,,,,
Lukman Hakim,1,barang nya sudah sampai tapi kok dintunda oleh kurir yang antar tidak konsisten sebagai kurir,,,,,,,,
Nina Minarsih,5,oke banget deh .. pokonya banyakin gratis ongkir ya. ..👍👍👍,,,,,,,,
Agan Pudin,5,sya sangat puas Skali....,,,,,,,,
Yoga Gnteng,4,tlong kembalikan jnt bagi saya spx pengiriman sngat lama siapa tau mrka beli hewan hidup mlhan mati gara2 lama bnget tlong cod dihidup kan,,,,,,,,
Wawan Kurniawan,5,mempermudah belanja dari rumah,,,,,,,,
Aditya Slebor,5,terima kasih shopee,,,,,,,,
Miia Novitry,5,pengiriman kok jadi lama sekali yaaa....,,,,,,,,
Dina anggiani Larassati,5,worth it segala2nya,,,,,,,,
Abdul Rohman Hidayat,5,"Nyaman belanja di shoope , aman dan nyaman..cuma sayang Spaylaternya tidak bisa diaktifkan kembali gara gara telat bayar 5 hari pas covid 19 ,padahal cuma sekali itu saja telat bayarnya semoga pelanggan yang lain tidak senasib dengan saya",,,,,,,,
Marto Sitorus,5,belanja lancar dan puas atas pelayanannya.,,,,,,,,
Ine Hermawan,5,mantap Poko ny,,,,,,,,
Rini Bjm,5,baranganya bagus sesuai pesanan,,,,,,,,
Nabila Difa,5,aplikasi sangat menyerukan,,,,,,,,
Merus Kolo,5,Bagus,,,,,,,,
Aam Sopian,5,cepat,,,,,,,,
Kilat Kuning,1,"JASA PENGIRIMAN LAIN DI HILANGKAN, SEDANGKAN SPX PELAYANANNYA KURANG BAIK, KURIR² NYA PADA MALAS NGANTER, GW KIRA DI KALIMANTAN AJA, TERNYATA SEINDONESIA",,,,,,,,
Nawijo Saputra,5,sangat baik,,,,,,,,
Kus Yanti,5,nyaman buat belanja,,,,,,,,
gita sherly,5,bagus bngtt,,,,,,,,
Fikri Afandi,1,"super lemot, apa-apa dwonload fitur",,,,,,,,
Nazirul Abadi,5,sejauh ini apk nya bagus dan lancar nyaris tak pernah bermasalah,,,,,,,,
Beta Testing,5,sangat membantu segala kebutuhan tersedia. harga semua baranhg terjangkau. Terima kasih Shopee,,,,,,,,
Nuraeni Yusuf,1,"dulu sering belanja di sini, tpi gak tw ada alasan apa tiba2 Shope Paylater ku di bekukan.. padahal bayarx selalu tepat.. sy jd pindah ke apk shop lain",,,,,,,,
usmi yati,5,Shopee top markotoppp,,,,,,,,
Yudi Udayr,4,semoga lebih banyak gratis ongkir dan diskon nya,,,,,,,,
Mr Maknu,5,makin jaya dan wawww buat shopee✊,,,,,,,,
Kadek Marsa,5,pengiriman cepat,,,,,,,,
Hadi Affiliate,5,puas banget sama shopee,,,,,,,,
"Maysaroh M,nur",5,bgus,,,,,,,,
rusfa eva,5,amanah dan barangnya bagus bagus,,,,,,,,
Robi Maulana,5,"apk nya udah bagus banget,kapan nih buat apknya buat di pc",,,,,,,,
Abdul Gopar,5,shopee memang baik memudahkan apapun barang yang ingin di beli😍,,,,,,,,
Hanzz Gaming,5,gud,,,,,,,,
Ichem Gotar,5,"terima kasih gratis ongkirnya,, tapi saran produk jasa boleh juga seperti tokopedia",,,,,,,,
Sidqi Baihaqie,5,saya jadi bisa memesan barang yang saya mau udah gitu ada gratis ongkir dan cicilan,,,,,,,,
Made Vidi,1,gk bisa batalkan pesanan shope ta*,,,,,,,,
Fauzi Mubarok,5,"sering ada promo ongkir,tingkatkan terus layanan.terutama di hari libur,suka susah updat status",,,,,,,,
Edi Kurniawan,5,oke shopee memang good,,,,,,,,
amira,2,ngelag,,,,,,,,
Effendi Herlina,5,sesuai harapan dan pesanan selama ini.. trimakasih shoppe sangat membantu..,,,,,,,,
Ali alif Alif,5,"Siip pokokx,pokokx siip deech..",,,,,,,,
Moch Yonan,5,menarik hatgsna murah kualitas baik,,,,,,,,
PANSAQUEEN Susantoso,5,slalu puas kalau belanja disini,,,,,,,,
Sonitristansiregar,5,belanja shoope puas,,,,,,,,
Alvina Tuljanah,5,"alhamdulilah selama memakai shopee tidak ada kendala sama sekali, kurir slalu langganan ramah, baik, pokoknya the best lah buat aplikasi nya, jgn ragu ya guys",,,,,,,,
yusuf yusina3117,4,"tlong pihak shopee, klau bisa semua kurir setiap kali mau antr paket No hp kurir nya di cantumkan di pemberitahuan,, karna itu menyulitkan Kita sbagai Customer klau kurir nya tdak ada no Hp ny, Maps di aplikasi tidak akurat,. tolong perbaiki.",,,,,,,,
Anang Tulas,4,berbelanja aman nyaman n membantu,,,,,,,,
Ahmad Tarmizi,5,jangan ragu,,,,,,,,
Rikno Prayitno,5,bagus dan murah meriah,,,,,,,,
Adi Gunawan,4,Sejauh ini pelayanan dan kondisi barang pesanan tidak mengecewakan.. Terimakasih__,,,,,,,,
Ady Tia,5,thank you soppe bisa membantu kebutuhan perwarungan,,,,,,,,
Nano Bersambung,5,Aku Cinta Shopee ♥️,,,,,,,,
Wawan Sujana,2,kenapa vocer promo gratis ongkir saya tidak bisa di pake sudah coba hubungin cs tidak ada solusi,,,,,,,,
Muhammad Imron,5,saya beli di shopee gak ada barang yang jelek bagus semua,,,,,,,,
jakinaskar,5,aplikasi belanja bagus,,,,,,,,
Pjbo Jaya Abadi,5,Mantap jiwa,,,,,,,,
Bambang Supriyono,5,Is the Best.. aplikasi nya Bagus,,,,,,,,
sri suharti,5,terima kasih atas pelayanan nya,,,,,,,,
Amir Lee,5,mantab,,,,,,,,
ibonk Ibonk,4,untuk shopee leter .KLO bisa menyediakan pembayaran dengan bank lain seperti ovo atau dana,,,,,,,,
anack siran,5,bagus...sangat membantu,,,,,,,,
Spartan Community,5,Sesuai harapan dan rekomendasi,,,,,,,,
FaisaL Aja,1,semua2 skrg pake jalur darat padahal pilihan ny reguler bukan hemat,,,,,,,,
Labid fasih,5,Terima kasih Sohpee..semoga makin maju. saya paling suka belanja di Shopee.👍👍👍👍👍👍,,,,,,,,
Dadan Aos,5,belanja jadi ga ribet,,,,,,,,
Mu Kri,5,Keren shopee,,,,,,,,
Ari banjar,5,belanja dengan shopee sangat menyenangkan..semoga semangkin banyak tawaran dari shopee,,,,,,,,
RIDA WAHYUNI,4,belanja cepat dan hemat,,,,,,,,
Rikawati Astuti,5,pilihan produknya lengkap dan banyak yg gratis ongkir,,,,,,,,
m4k79 muri,5,kenapa shopee paylater tidak di ACC ????,,,,,,,,
Ahmad Riyadi,5,mantab makin kesini makin keren,,,,,,,,
Arpandi hasibuan,5,Bagus... mantap jaya terus shopee,,,,,,,,
Sadiyono Wesra mbeling,5,dengan adanya shopee kami sangat Ter bantu.trima kasih shopee,,,,,,,,
Tanpa nama.,1,jangan pernah menampilkan harga yang tidak sesuai .,,,,,,,,
Arif Las,4,bagus dan bermanfaat,,,,,,,,
Abdul Kholiq,1,apaan sh apk ga guna bgt masa mau daftar aj ga bsa disuruh pake nomer malah harus scan kode gajelas bgt daftar aja susah jelek. gaguna. rongsokan,,,,,,,,
Susi Tristanti,5,sesuai dengan harga dan barang yang datang..,,,,,,,,
Rizky Nugraha,5,"Tolong di aktifkan kembali Shopee payleter saya,, terima kasih..",,,,,,,,
kahpi annur,1,"ekspedisi dari shoope sangat buruk, sudah 3 hari statusnya sudah diserahkan ke kurir kemudian balik lagi statusnya pesanan diproses di transit. jauh lebih baik jnt. mungkin ini terakhir kalinya menggunakan shoope",,,,,,,,
titaqh titih,2,apliksi jelek banget,,,,,,,,
Tya Safitri,1,"saya sangat kecewa dan merugi, pesan tgl 14 April 2025 pagi sekitar jam 09:00 via spx instant s.d 15 April 2025 pagi sekitar jam07:00 status sudah gagal mendapatkan kurir, saya minta dibatalkan namun masih saja dikirim dan baru tiba dialamat tujuan tgl 15 April 2025 sekitar pukul 13:00 siang, penjualnya pun sangat slow respond tidak kasih solusi saat di chat, bolak balik telp call center untuk bantu minta dibatalkan saja orderan saya tp gak ada solusi padahal saya sangat membutuhkan barang tsb.",,,,,,,,
Syahru din,5,aplikasinya bagus lumayan,,,,,,,,
Aditya,1,"Sekarang tidak tersedia J&T padahal expedisi terbaik di daerah saya, pakai spx gak pernah sampai, Tiba-tiba retur",,,,,,,,
Dini Win Astuti,4,"Badmood ☹️ bngt pake pengiriman spx kurir salah alamat, padahal biasanya juga pakai alamat itu dan sampai. Dibantu cs dri aplikasi minta pengemblian dana, eh ternyatahh pengemblian dana tidak disetujui gini lohhh buat apa dibatalin klo d suruh nagjuiin lgi. Dibantu cs lagi disuruh sertakan foto tpi ga bsa upload foto jdi pake opsi yg pengembalian brng bkn pengembalian dana dan kena potong 1k, katanya pengembalian dana minimal 3x buat apa cba?? klo dibatalin lgi Aku lagiii yg rugi🥲",,,,,,,,
kembik kurniawan,5,joz,,,,,,,,
Aan Aminah,5,shopee terthebest baik dalam bafang maupun pengiriman,,,,,,,,
Juariyah Riya,5,kerren,,,,,,,,
Ari Ariyadi,5,belanja mudah harga bersahabat dan banyak potongan gratis ongkir walaupun tidak benar2 gratis smuanya..hanya potongan ongkir..tapi lumayan...membantu,,,,,,,,
Air Mengalir,1,"sungguh sangat disayangkan kurir shopee belum ada 1jam tidak ketemu bilangnya pelanggan yang membatalkan, tanpa bilang dengan pelanggan, terkecuali saya bilang batalkan saja boleh dibatalkan, dimohon dengan hormat kepada atasan shopee atau bos langsung, dimohon jika kurirnya tidaj sabaran dipecat ajah langsung",,,,,,,,
Muhamad Tajudin,5,harganya terjangkau kualitas bagus,,,,,,,,
Antom Antom,5,"barang""nya murah berkualitas",,,,,,,,
muspa kristalianto,5,"Belanja di shopee sangat puas hrga nya terjangkau murah dan kualitas barang sesuai dg yg di iklan kan pengiriman cepat dan kurir nya pun ramah, toko nya amanah pelanggan puas",,,,,,,,
Rohim Fahrezi,5,makin mudah blanja di shopee,,,,,,,,
Imam Prima andika,1,"pelayanan tambah buruk, hampir 10 hari ngirim barang.",,,,,,,,
Zilmy Akbar,1,"SHOPEE TOLONG LAH TIM PENAGIH MERESAHKAN SEKALI, SPAM TERUS GA TAU KONDISI KEUANGAN NASABAH PADAHAL NANTI AKAN DI BAYAR KETIKA ADA DANA, INI DI SPAM TERUS MENERUS PADAHAL APLIKASI BESAR, SAYA RESPON PUN URUSAN SEMAKIN PANJANG, TIDAK DI RESPON MAKIN MERESAHKAN, BINTANG SATU UNTUK TIM PENAGIHAN SPINJAM",,,,,,,,
Eti Yuliani,5,Shopee jelek banget mau checkout aja susah banget.. loadingnya lama banget... Sampai pesanan otomatis batal.. gmna sich bagaimana mau belanja.. Sampai memutuskan untuk belanja di tiktokshop. Lebih murah dan gampang,,,,,,,,
Sanjaya Abdi,3,Pembayaran tidak Bisa COD,,,,,,,,
S Am,3,ongkirnya sekaramg mahal.. gak pernah ada diskon ongkos kirim..,,,,,,,,
